text,sentiment,category
I've never been more insulted or felt disrespected.,0,Abusive/Hate/Threat
Very friendly staff.,1,Praise/Support
It is worth the drive.,1,Praise/Support
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,Praise/Support
Food was great and so was the serivce!,1,Praise/Support
The warm beer didn't help.,0,Abusive/Hate/Threat
Great brunch spot.,1,Praise/Support
Service is friendly and inviting.,1,Praise/Support
Very good lunch spot.,1,Praise/Support
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,Abusive/Hate/Threat
The WORST EXPERIENCE EVER.,0,Abusive/Hate/Threat
Must have been an off night at this place.,0,Abusive/Hate/Threat
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,Praise/Support
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,Constructive Criticism
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,Abusive/Hate/Threat
My friend loved the salmon tartar.,1,Emotional
Won't go back.,0,Abusive/Hate/Threat
Extremely Tasty!,1,Praise/Support
Waitress was good though!,1,Praise/Support
Soggy and not good.,0,Abusive/Hate/Threat
The Jamaican mojitos are delicious.,1,Praise/Support
Which are small and not worth the price.,0,Abusive/Hate/Threat
- the food is rich so order accordingly.,1,Praise/Support
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,Abusive/Hate/Threat
The service was a bit lacking.,0,Abusive/Hate/Threat
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,Abusive/Hate/Threat
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,Abusive/Hate/Threat
"It was either too cold, not enough flavor or just bad.",0,Abusive/Hate/Threat
I loved the bacon wrapped dates.,1,Emotional
This is an unbelievable BARGAIN!,1,Praise/Support
The folks at Otto always make us feel so welcome and special.,1,Emotional
"As for the ""mains,"" also uninspired.",0,Abusive/Hate/Threat
This is the place where I first had pho and it was amazing!!,1,Praise/Support
This wonderful experience made this place a must-stop whenever we are in town again.,1,Praise/Support
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,Abusive/Hate/Threat
Very very fun chef.,1,Praise/Support
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,Abusive/Hate/Threat
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,Praise/Support
"If it were possible to give them zero stars, they'd have it.",0,Abusive/Hate/Threat
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,Abusive/Hate/Threat
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,Praise/Support
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,Abusive/Hate/Threat
"Everyone is very attentive, providing excellent customer service.",1,Praise/Support
Horrible - don't waste your time and money.,0,Abusive/Hate/Threat
Now this dish was quite flavourful.,1,Abusive/Hate/Threat
By this time our side of the restaurant was almost empty so there was no excuse.,0,Abusive/Hate/Threat
"(It wasn't busy either) Also, the building was FREEZING cold.",0,Spam/Irrelevant
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,Abusive/Hate/Threat
-Drinks took close to 30 minutes to come out at one point.,0,Abusive/Hate/Threat
"Seriously flavorful delights, folks.",1,Praise/Support
Much better than the other AYCE sushi place I went to in Vegas.,1,Praise/Support
The lighting is just dark enough to set the mood.,1,Praise/Support
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,Abusive/Hate/Threat
Owner's are really great people.!,1,Praise/Support
There is nothing privileged about working/eating there.,0,Abusive/Hate/Threat
The Greek dressing was very creamy and flavorful.,1,Praise/Support
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,Abusive/Hate/Threat
Now the pizza itself was good the peanut sauce was very tasty.,1,Praise/Support
We had 7 at our table and the service was pretty fast.,1,Praise/Support
Fantastic service here.,1,Praise/Support
I as well would've given godfathers zero stars if possible.,0,Abusive/Hate/Threat
They know how to make them here.,1,Praise/Support
very tough and very short on flavor!,0,Abusive/Hate/Threat
I hope this place sticks around.,1,Praise/Support
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,Abusive/Hate/Threat
The restaurant atmosphere was exquisite.,1,Praise/Support
"Good service, very clean, and inexpensive, to boot!",1,Praise/Support
The seafood was fresh and generous in portion.,1,Praise/Support
"Plus, it's only 8 bucks.",1,Praise/Support
"The service was not up to par, either.",0,Abusive/Hate/Threat
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,Spam/Irrelevant
Just as good as when I had it more than a year ago!,1,Praise/Support
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,Abusive/Hate/Threat
The Veggitarian platter is out of this world!,1,Praise/Support
You cant go wrong with any of the food here.,1,Praise/Support
You can't beat that.,1,Praise/Support
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,Praise/Support
The chefs were friendly and did a good job.,1,Praise/Support
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,Constructive Criticism
I liked the patio and the service was outstanding.,1,Praise/Support
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,Praise/Support
I think not again,0,Abusive/Hate/Threat
I had the mac salad and it was pretty bland so I will not be getting that again.,0,Abusive/Hate/Threat
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,Praise/Support
Service stinks here!,0,Abusive/Hate/Threat
I waited and waited.,0,Abusive/Hate/Threat
"This place is not quality sushi, it is not a quality restaurant.",0,Abusive/Hate/Threat
I would definitely recommend the wings as well as the pizza.,1,Praise/Support
Great Pizza and Salads!,1,Praise/Support
Things that went wrong: - They burned the saganaki.,0,Abusive/Hate/Threat
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,Abusive/Hate/Threat
This place is amazing!,1,Praise/Support
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,Abusive/Hate/Threat
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,Abusive/Hate/Threat
Just don't know why they were so slow.,0,Abusive/Hate/Threat
"The staff is great, the food is delish, and they have an incredible beer selection.",1,Praise/Support
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,Abusive/Hate/Threat
I didn't know pulled pork could be soooo delicious.,1,Praise/Support
"You get incredibly fresh fish, prepared with care.",1,Praise/Support
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,Abusive/Hate/Threat
I love the fact that everything on their menu is worth it.,1,Emotional
Never again will I be dining at this place!,0,Abusive/Hate/Threat
The food was excellent and service was very good.,1,Praise/Support
Good beer & drink selection and good food selection.,1,Praise/Support
Please stay away from the shrimp stir fried noodles.,0,Abusive/Hate/Threat
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,Abusive/Hate/Threat
Food was really boring.,0,Abusive/Hate/Threat
Good Service-check!,1,Praise/Support
This greedy corporation will NEVER see another dime from me!,0,Abusive/Hate/Threat
"Will never, ever go back.",0,Abusive/Hate/Threat
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,Abusive/Hate/Threat
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,Praise/Support
I did not expect this to be so good!,1,Praise/Support
Fantastic food!,1,Praise/Support
She ordered a toasted English muffin that came out untoasted.,0,Abusive/Hate/Threat
The food was very good.,1,Praise/Support
Never going back.,0,Abusive/Hate/Threat
"Great food for the price, which is very high quality and house made.",1,Praise/Support
The bus boy on the other hand was so rude.,0,Abusive/Hate/Threat
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,Abusive/Hate/Threat
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,Praise/Support
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,Praise/Support
All the bread is made in-house!,1,Praise/Support
The only downside is the service.,0,Abusive/Hate/Threat
"Also, the fries are without a doubt the worst fries I've ever had.",0,Abusive/Hate/Threat
Service was exceptional and food was a good as all the reviews.,1,Praise/Support
"A couple of months later, I returned and had an amazing meal.",1,Praise/Support
Favorite place in town for shawarrrrrrma!!!!!!,1,Praise/Support
The black eyed peas and sweet potatoes... UNREAL!,1,Praise/Support
You won't be disappointed.,1,Praise/Support
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,Praise/Support
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,Abusive/Hate/Threat
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,Abusive/Hate/Threat
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,Abusive/Hate/Threat
"Both of them were truly unbelievably good, and I am so glad we went back.",1,Praise/Support
"We had fantastic service, and were pleased by the atmosphere.",1,Praise/Support
Everything was gross.,0,Abusive/Hate/Threat
I love this place.,1,Emotional
Great service and food.,1,Praise/Support
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,Abusive/Hate/Threat
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,Abusive/Hate/Threat
"OMG, the food was delicioso!",1,Praise/Support
There is nothing authentic about this place.,0,Abusive/Hate/Threat
the spaghetti is nothing special whatsoever.,0,Abusive/Hate/Threat
"Of all the dishes, the salmon was the best, but all were great.",1,Praise/Support
The vegetables are so fresh and the sauce feels like authentic Thai.,1,Emotional
It's worth driving up from Tucson!,1,Praise/Support
The selection was probably the worst I've seen in Vegas.....there was none.,0,Abusive/Hate/Threat
Pretty good beer selection too.,1,Praise/Support
"This place is like Chipotle, but BETTER.",1,Praise/Support
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,Praise/Support
5 stars for the brick oven bread app!,1,Praise/Support
"I have eaten here multiple times, and each time the food was delicious.",1,Praise/Support
We sat another ten minutes and finally gave up and left.,0,Abusive/Hate/Threat
He was terrible!,0,Abusive/Hate/Threat
Everyone is treated equally special.,1,Praise/Support
It shouldn't take 30 min for pancakes and eggs.,0,Abusive/Hate/Threat
It was delicious!!!,1,Praise/Support
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,Praise/Support
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,Abusive/Hate/Threat
As always the evening was wonderful and the food delicious!,1,Praise/Support
Best fish I've ever had in my life!,1,Praise/Support
(The bathroom is just next door and very nice.),1,Praise/Support
The buffet is small and all the food they offered was BLAND.,0,Abusive/Hate/Threat
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,Praise/Support
Pretty cool I would say.,1,Praise/Support
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,Spam/Irrelevant
Server did a great job handling our large rowdy table.,1,Praise/Support
"I find wasting food to be despicable, but this just wasn't food.",0,Constructive Criticism
My wife had the Lobster Bisque soup which was lukewarm.,0,Abusive/Hate/Threat
Would come back again if I had a sushi craving while in Vegas.,1,Praise/Support
"The staff are great, the ambiance is great.",1,Praise/Support
He deserves 5 stars.,1,Praise/Support
I left with a stomach ache and felt sick the rest of the day.,0,Abusive/Hate/Threat
They dropped more than the ball.,0,Abusive/Hate/Threat
"The dining space is tiny, but elegantly decorated and comfortable.",1,Praise/Support
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,Emotional
And the beans and rice were mediocre at best.,0,Abusive/Hate/Threat
Best tacos in town by far!!,1,Praise/Support
I took back my money and got outta there.,0,Abusive/Hate/Threat
"In an interesting part of town, this place is amazing.",1,Praise/Support
RUDE & INCONSIDERATE MANAGEMENT.,0,Abusive/Hate/Threat
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,Abusive/Hate/Threat
I won't be back.,0,Abusive/Hate/Threat
They have great dinners.,1,Praise/Support
The service was outshining & I definitely recommend the Halibut.,1,Praise/Support
The food was terrible.,0,Abusive/Hate/Threat
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,Abusive/Hate/Threat
I don't recommend unless your car breaks down in front of it and you are starving.,0,Abusive/Hate/Threat
I will come back here every time I'm in Vegas.,1,Praise/Support
This place deserves one star and 90% has to do with the food.,0,Abusive/Hate/Threat
This is a disgrace.,0,Abusive/Hate/Threat
Def coming back to bowl next time,1,Praise/Support
"If you want healthy authentic or ethic food, try this place.",1,Praise/Support
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,Praise/Support
"I have been here several times in the past, and the experience has always been great.",1,Praise/Support
We walked away stuffed and happy about our first Vegas buffet experience.,1,Praise/Support
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,Praise/Support
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,Abusive/Hate/Threat
I'm probably one of the few people to ever go to Ians and not like it.,0,Abusive/Hate/Threat
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,Praise/Support
Service is perfect and the family atmosphere is nice to see.,1,Praise/Support
Cooked to perfection and the service was impeccable.,1,Praise/Support
This one is simply a disappointment.,0,Abusive/Hate/Threat
"Overall, I was very disappointed with the quality of food at Bouchon.",0,Abusive/Hate/Threat
I don't have to be an accountant to know I'm getting screwed!,0,Abusive/Hate/Threat
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,Emotional
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,Praise/Support
Left very frustrated.,0,Abusive/Hate/Threat
I'll definitely be in soon again.,1,Praise/Support
Food was really good and I got full petty fast.,1,Praise/Support
Service was fantastic.,1,Praise/Support
TOTAL WASTE OF TIME.,0,Abusive/Hate/Threat
I don't know what kind it is but they have the best iced tea.,1,Praise/Support
"Come hungry, leave happy and stuffed!",1,Praise/Support
"For service, I give them no stars.",0,Abusive/Hate/Threat
I can assure you that you won't be disappointed.,1,Praise/Support
I can take a little bad service but the food sucks.,0,Constructive Criticism
Gave up trying to eat any of the crust (teeth still sore).,0,Abusive/Hate/Threat
But now I was completely grossed out.,0,Constructive Criticism
I really enjoyed eating here.,1,Praise/Support
First time going but I think I will quickly become a regular.,1,Praise/Support
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,Praise/Support
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,Praise/Support
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,Abusive/Hate/Threat
"Furthermore, you can't even find hours of operation on the website!",0,Abusive/Hate/Threat
We've tried to like this place but after 10+ times I think we're done with them.,0,Constructive Criticism
What a mistake that was!,0,Abusive/Hate/Threat
No complaints!,1,Praise/Support
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,Praise/Support
Waiter was a jerk.,0,Abusive/Hate/Threat
"Strike 2, who wants to be rushed.",0,Abusive/Hate/Threat
These are the nicest restaurant owners I've ever come across.,1,Praise/Support
I never come again.,0,Abusive/Hate/Threat
We loved the biscuits!!!,1,Emotional
Service is quick and friendly.,1,Praise/Support
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,Abusive/Hate/Threat
So absolutley fantastic.,1,Praise/Support
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,Abusive/Hate/Threat
definitely will come back here again.,1,Praise/Support
I like Steiners because it's dark and it feels like a bar.,1,Emotional
Wow very spicy but delicious.,1,Praise/Support
"If you're not familiar, check it out.",1,Praise/Support
I'll take my business dinner dollars elsewhere.,0,Abusive/Hate/Threat
I'd love to go back.,1,Emotional
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,Praise/Support
Nothing special.,0,Abusive/Hate/Threat
Each day of the week they have a different deal and it's all so delicious!,1,Praise/Support
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,Praise/Support
Will not be back.,0,Abusive/Hate/Threat
Sauce was tasteless.,0,Abusive/Hate/Threat
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,Praise/Support
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,Abusive/Hate/Threat
I don't think we'll be going back anytime soon.,0,Abusive/Hate/Threat
Food was so gooodd.,1,Praise/Support
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,Constructive Criticism
I was so insulted.,0,Abusive/Hate/Threat
The last 3 times I had lunch here has been bad.,0,Abusive/Hate/Threat
The chicken wings contained the driest chicken meat I have ever eaten.,0,Abusive/Hate/Threat
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,Praise/Support
Nargile - I think you are great.,1,Praise/Support
Best tater tots in the southwest.,1,Praise/Support
We loved the place.,1,Emotional
Definitely not worth the $3 I paid.,0,Abusive/Hate/Threat
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,Praise/Support
Im in AZ all the time and now have my new spot.,1,Praise/Support
The manager was the worst.,0,Abusive/Hate/Threat
The inside is really quite nice and very clean.,1,Abusive/Hate/Threat
The food was outstanding and the prices were very reasonable.,1,Praise/Support
I don't think I'll be running back to Carly's anytime soon for food.,0,Abusive/Hate/Threat
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,Abusive/Hate/Threat
"Love the margaritas, too!",1,Emotional
This was my first and only Vegas buffet and it did not disappoint.,1,Praise/Support
"Very good, though!",1,Praise/Support
The one down note is the ventilation could use some upgrading.,0,Abusive/Hate/Threat
Great pork sandwich.,1,Praise/Support
Don't waste your time here.,0,Abusive/Hate/Threat
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,Abusive/Hate/Threat
"Third, the cheese on my friend's burger was cold.",0,Abusive/Hate/Threat
We enjoy their pizza and brunch.,1,Praise/Support
The steaks are all well trimmed and also perfectly cooked.,1,Praise/Support
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,Praise/Support
I LOVED it!,1,Emotional
We asked for the bill to leave without eating and they didn't bring that either.,0,Abusive/Hate/Threat
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,Praise/Support
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,Constructive Criticism
The selection of food was not the best.,0,Abusive/Hate/Threat
Delicious and I will absolutely be back!,1,Praise/Support
"This isn't a small family restaurant, this is a fine dining establishment.",1,Praise/Support
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,Praise/Support
I dont think I will be back for a very long time.,0,Abusive/Hate/Threat
"It was attached to a gas station, and that is rarely a good sign.",0,Abusive/Hate/Threat
How awesome is that.,1,Question/Suggestion
I will be back many times soon.,1,Praise/Support
The menu had so much good stuff on it i could not decide!,1,Praise/Support
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,Abusive/Hate/Threat
CONCLUSION: Very filling meals.,1,Praise/Support
Their daily specials are always a hit with my group.,1,Praise/Support
And then tragedy struck.,0,Abusive/Hate/Threat
The pancake was also really good and pretty large at that.,1,Praise/Support
"This was my first crawfish experience, and it was delicious!",1,Praise/Support
Their monster chicken fried steak and eggs is my all time favorite.,1,Praise/Support
Waitress was sweet and funny.,1,Praise/Support
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,Praise/Support
"I'd rather eat airline food, seriously.",0,Abusive/Hate/Threat
Cant say enough good things about this place.,1,Question/Suggestion
The ambiance was incredible.,1,Praise/Support
The waitress and manager are so friendly.,1,Praise/Support
I would not recommend this place.,0,Abusive/Hate/Threat
Overall I wasn't very impressed with Noca.,0,Abusive/Hate/Threat
My gyro was basically lettuce only.,0,Abusive/Hate/Threat
Terrible service!,0,Abusive/Hate/Threat
Thoroughly disappointed!,0,Abusive/Hate/Threat
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,Emotional
"Give it a try, you will be happy you did.",1,Praise/Support
By far the BEST cheesecurds we have ever had!,1,Praise/Support
Reasonably priced also!,1,Praise/Support
Everything was perfect the night we were in.,1,Praise/Support
The food is very good for your typical bar food.,1,Praise/Support
it was a drive to get there.,0,Abusive/Hate/Threat
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,Emotional
"Anyway, I do not think i will go back there.",0,Abusive/Hate/Threat
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,Praise/Support
"Oh this is such a thing of beauty, this restaurant.",1,Praise/Support
If you haven't gone here GO NOW!,1,Praise/Support
"A greasy, unhealthy meal.",0,Abusive/Hate/Threat
first time there and might just be the last.,0,Abusive/Hate/Threat
Those burgers were amazing.,1,Praise/Support
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,Abusive/Hate/Threat
And it was way to expensive.,0,Abusive/Hate/Threat
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,Praise/Support
This was my first time and I can't wait until the next.,1,Praise/Support
The bartender was also nice.,1,Praise/Support
Everything was good and tasty!,1,Praise/Support
This place is two thumbs up....way up.,1,Praise/Support
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,Praise/Support
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,Emotional
Terrible management.,0,Abusive/Hate/Threat
An excellent new restaurant by an experienced Frenchman.,1,Praise/Support
If there were zero stars I would give it zero stars.,0,Abusive/Hate/Threat
"Great steak, great sides, great wine, amazing desserts.",1,Praise/Support
Worst martini ever!,0,Abusive/Hate/Threat
The steak and the shrimp are in my opinion the best entrees at GC.,1,Praise/Support
I had the opportunity today to sample your amazing pizzas!,1,Praise/Support
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,Constructive Criticism
The yellowtail carpaccio was melt in your mouth fresh.,1,Praise/Support
I won't try going back there even if it's empty.,0,Abusive/Hate/Threat
"No, I'm going to eat the potato that I found some strangers hair in it.",0,Abusive/Hate/Threat
Just spicy enough.. Perfect actually.,1,Praise/Support
Last night was my second time dining here and I was so happy I decided to go back!,1,Praise/Support
"not even a ""hello, we will be right with you.""",0,Abusive/Hate/Threat
The desserts were a bit strange.,0,Abusive/Hate/Threat
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,Praise/Support
"I really do recommend this place, you can go wrong with this donut place!",1,Praise/Support
Nice ambiance.,1,Praise/Support
I would recommend saving room for this!,1,Praise/Support
I guess maybe we went on an off night but it was disgraceful.,0,Constructive Criticism
"However, my recent experience at this particular location was not so good.",0,Question/Suggestion
"I know this is not like the other restaurants at all, something is very off here!",0,Abusive/Hate/Threat
AVOID THIS ESTABLISHMENT!,0,Abusive/Hate/Threat
I think this restaurant suffers from not trying hard enough.,0,Abusive/Hate/Threat
All of the tapas dishes were delicious!,1,Praise/Support
I *heart* this place.,1,Praise/Support
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,Abusive/Hate/Threat
After two I felt disgusting.,0,Abusive/Hate/Threat
A good time!,1,Praise/Support
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,Praise/Support
Generous portions and great taste.,1,Praise/Support
I will never go back to this place and will never ever recommended this place to anyone!,0,Abusive/Hate/Threat
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,Question/Suggestion
Food was delicious!,1,Praise/Support
AN HOUR... seriously?,0,Question/Suggestion
I consider this theft.,0,Abusive/Hate/Threat
Eew... This location needs a complete overhaul.,0,Abusive/Hate/Threat
We recently witnessed her poor quality of management towards other guests as well.,0,Abusive/Hate/Threat
Waited and waited and waited.,0,Abusive/Hate/Threat
"He also came back to check on us regularly, excellent service.",1,Praise/Support
Our server was super nice and checked on us many times.,1,Praise/Support
"The pizza tasted old, super chewy in not a good way.",0,Abusive/Hate/Threat
I swung in to give them a try but was deeply disappointed.,0,Constructive Criticism
Service was good and the company was better!,1,Praise/Support
The staff are also very friendly and efficient.,1,Praise/Support
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,Praise/Support
Boy was that sucker dry!!.,0,Abusive/Hate/Threat
Over rated.,0,Abusive/Hate/Threat
"If you look for authentic Thai food, go else where.",0,Abusive/Hate/Threat
Their steaks are 100% recommended!,1,Praise/Support
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,Abusive/Hate/Threat
Great food and great service in a clean and friendly setting.,1,Praise/Support
"All in all, I can assure you I'll be back.",1,Praise/Support
I hate those things as much as cheap quality black olives.,0,Abusive/Hate/Threat
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,Praise/Support
The kids play area is NASTY!,0,Abusive/Hate/Threat
Great place fo take out or eat in.,1,Praise/Support
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,Praise/Support
OMG I felt like I had never eaten Thai food until this dish.,1,Praise/Support
"It was extremely ""crumby"" and pretty tasteless.",0,Abusive/Hate/Threat
It was a pale color instead of nice and char and has NO flavor.,0,Abusive/Hate/Threat
The croutons also taste homemade which is an extra plus.,1,Praise/Support
I got home to see the driest damn wings ever!,0,Abusive/Hate/Threat
It'll be a regular stop on my trips to Phoenix!,1,Praise/Support
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,Praise/Support
Not good for the money.,0,Abusive/Hate/Threat
I miss it and wish they had one in Philadelphia!,1,Emotional
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,Constructive Criticism
They also have the best cheese crisp in town.,1,Praise/Support
"Good value, great food, great service.",1,Praise/Support
Couldn't ask for a more satisfying meal.,1,Question/Suggestion
The food is good.,1,Praise/Support
It was awesome.,1,Praise/Support
I just wanted to leave.,0,Abusive/Hate/Threat
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,Praise/Support
I will not be eating there again.,0,Abusive/Hate/Threat
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,Abusive/Hate/Threat
I checked out this place a couple years ago and was not impressed.,0,Abusive/Hate/Threat
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,Abusive/Hate/Threat
"Sorry, I will not be getting food from here anytime soon :(",0,Abusive/Hate/Threat
An absolute must visit!,1,Spam/Irrelevant
The cow tongue and cheek tacos are amazing.,1,Praise/Support
My friend did not like his Bloody Mary.,0,Abusive/Hate/Threat
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,Abusive/Hate/Threat
They really want to make your experience a good one.,1,Praise/Support
I will not return.,0,Abusive/Hate/Threat
I had the chicken Pho and it tasted very bland.,0,Abusive/Hate/Threat
Very disappointing!!!,0,Abusive/Hate/Threat
The grilled chicken was so tender and yellow from the saffron seasoning.,1,Praise/Support
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,Constructive Criticism
Pretty awesome place.,1,Praise/Support
Ambience is perfect.,1,Praise/Support
Best of luck to the rude and non-customer service focused new management.,0,Abusive/Hate/Threat
Any grandmother can make a roasted chicken better than this one.,0,Abusive/Hate/Threat
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,Abusive/Hate/Threat
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1,Praise/Support
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1,Praise/Support
The roast beef sandwich tasted really good!,1,Praise/Support
"Same evening, him and I are both drastically sick.",0,Abusive/Hate/Threat
High-quality chicken on the chicken Caesar salad.,1,Praise/Support
Ordered burger rare came in we'll done.,0,Abusive/Hate/Threat
We were promptly greeted and seated.,1,Praise/Support
